,w,w_ei,w_e1,w_g0,w_g5,w_d5,w_d2
41,4.126474,4.384581,4.24749,6.418069999999999,6.730385,7.023316,21.898909
42,6.904512,6.924083,4.106596,12.945844000000001,5.898206,6.638948999999999,18.371008
43,4.605316999999999,23.238704,4.253929,13.31717,7.704299000000001,6.323656,42.556334
44,3.798614,3.934755,5.754697,12.324172,9.090359000000001,8.397459999999999,26.26639
45,4.814728,3.2330680000000003,4.814728,11.961536,7.110130000000001,6.5851049999999995,22.057799
46,3.294867,3.845793,3.294867,15.623662999999999,5.830006,6.108245999999999,24.547476
47,3.3779169999999996,10.542963,3.3779169999999996,10.903967,5.995175,7.379199,38.410167
48,3.029889,3.84225,3.029889,9.297763,6.4756480000000005,5.179781,22.453884
49,2.832501,4.836348,2.832501,8.898156,13.213749,4.8123380000000004,27.683674000000003
50,3.413338,3.928582,3.413338,14.111208999999999,5.690968,4.224154,20.240647
51,3.544909,3.394034,3.544909,10.493779,9.212605,4.245433,8.358507
52,4.311244,3.980885,4.311244,8.909354,5.318053,3.7397720000000003,27.036803
53,2.984156,3.3110220000000004,2.984156,11.960806,7.155449999999999,3.5309359999999996,38.602792
54,4.3114550000000005,3.668274,4.3114550000000005,17.237952,6.857748,2.804865,23.537079
55,5.402748,3.389833,5.402748,10.862708,11.820355000000001,2.863502,30.007518
56,4.663702,3.3008740000000003,4.663702,13.370467999999999,10.772041,4.3465810000000005,26.333019
57,3.3883929999999998,2.873403,3.3883929999999998,10.721853000000001,6.7854410000000005,5.456211,31.02267
58,3.519386,3.555445,3.519386,11.406112,11.181407,2.926934,24.983158
59,2.979047,3.3957179999999996,2.979047,12.084919,9.741046,2.907456,20.721398999999998
60,3.2384009999999996,3.8736189999999997,3.2384009999999996,18.967821,8.784907,3.415247,20.694936
61,3.157803,3.3167139999999997,3.157803,10.101547,12.952153,2.936204,14.918918
62,4.430326,3.740341,4.430326,9.219158,8.044574,2.66494,15.542745
63,4.611478,3.2849580000000005,4.611478,11.302845,6.116647,3.176027,24.623816
64,3.6119739999999996,23.138694,3.6119739999999996,10.578778,9.754189,2.630944,11.883543000000001
65,3.9885990000000002,3.7084150000000005,3.9885990000000002,18.607714,6.166981,2.8298799999999997,17.604118999999997
66,3.9644440000000003,3.083148,3.9644440000000003,17.229727,7.465869,2.779504,20.824127
67,3.3334099999999998,5.019851,3.3334099999999998,13.646365,8.710426,2.711859,25.480745
68,3.2640179999999996,7.677423,3.2640179999999996,12.492416,7.882480999999999,3.089054,15.644072000000001
69,3.203599,3.139695,3.203599,9.693608,9.662444,2.6700209999999998,5.954332
70,3.25248,3.300538,3.25248,15.622240000000001,7.022407,2.65776,16.32024
71,3.1340689999999998,3.231576,3.1340689999999998,13.723941,5.52717,2.696329,18.447786
72,3.044758,4.0569180000000005,3.044758,7.53325,9.469807,3.593237,23.966846
73,2.964506,3.4806040000000005,2.964506,10.320046,8.918334999999999,2.6003640000000003,17.037306
74,3.264584,4.05305,3.264584,5.414055,10.050449,2.7219610000000003,26.099221
75,3.007403,4.469018999999999,3.007403,9.897219999999999,9.818818,2.880513,16.056928
76,3.275276,3.150246,3.275276,12.854529000000001,9.812213,2.563435,6.345238999999999
77,3.13509,3.527052,3.13509,8.997476,6.611185,2.551228,15.18847
78,3.3543789999999998,5.2203550000000005,3.3543789999999998,11.804227000000001,8.801533000000001,2.709764,13.157584
79,3.1804270000000003,3.357355,3.1804270000000003,15.152217,8.396132000000001,2.843944,14.413796000000001
80,2.997998,2.987788,2.997998,11.441139999999999,6.855096,3.982611,20.50015
81,3.1718459999999995,3.1488339999999995,3.1718459999999995,13.783342000000001,7.191546,2.878927,34.135151
82,3.272281,3.5771530000000005,3.272281,15.018432,9.112302,2.9626360000000003,16.6646
83,3.178648,3.102509,3.178648,7.2230240000000006,6.294435,2.871851,27.9034
84,3.11956,3.2772080000000003,3.11956,14.595237,7.2805599999999995,2.757816,21.040757
85,3.6937480000000003,3.1258099999999995,3.6937480000000003,13.584169,6.464055,2.549202,9.736989999999999
86,3.667756,3.201895,3.667756,15.703323,7.514629,2.777717,9.172484
87,3.219669,4.77085,3.219669,8.912074,8.060433999999999,3.224439,12.963173999999999
88,3.8840390000000005,21.347695,3.8840390000000005,13.668209000000001,9.42225,2.910984,18.403077
89,3.397166,3.624272,3.397166,9.655793,5.699474,3.053261,16.122871
90,3.467229,4.373803,3.467229,11.360612,5.240281,3.047286,23.109284
91,3.388055,4.101563,3.388055,8.759179,8.203721999999999,2.804266,20.315131
92,3.235572,3.474826,3.235572,10.777584,8.409583,2.802918,6.296179
93,3.8529899999999997,3.3270090000000003,3.8529899999999997,17.901475,7.578695000000001,2.636386,15.397847
94,4.005315,31.389409,4.005315,4.761113,11.24254,3.226664,26.525309000000004
95,4.3531189999999995,5.873892,4.3531189999999995,6.454133,5.840652,2.8804529999999997,14.264181
96,3.534037,3.40789,3.534037,11.809140999999999,5.446472,3.187666,10.908351
97,4.8331800000000005,3.6128189999999996,4.8331800000000005,14.026138,5.129749,3.5997250000000003,6.284117
98,3.8536550000000003,3.128603,3.8536550000000003,11.066526999999999,8.895028,3.679094,17.59942
99,3.3389290000000003,3.4915580000000004,3.3389290000000003,14.754305,5.532564,3.1417430000000004,18.885220999999998
